facility_id,organisation_name,facility_name,province,city,address,postal_code,npri_id,2011_ghg_emissions_kilotonnes_of_carbon_dioxide_equivalent,facility_ghg_data_link,naics_name,naics_data_link,latitude,longitude
622,Northland Power Inc.,Thorold Cogen Generating Station,Ontario,Thorold,90 Allanburg Road,L2V0A8,11841,464.81,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10622,Fossil-Fuel Electric Power Generation,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=221112,43.10600000,-79.19880000
631,Public Works and Government Services Canada,Cliff Temporary Central Heating and Cooling Plant,Ontario,Ottawa,347 Wellington Street,K1A0M3,11845,68.40,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10631,Other Fed. Government Public Administration,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=911910,45.42150000,-75.70730000
632,Regional Municipality of Niagara,HUMBERSTONE LANDFILL,Ontario,Welland,700 Humberstone Road,L3B3X4,11575,52.47,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10632,Waste Treatment and Disposal,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=562210,42.96400000,-79.27370000
636,Sault Ste. Marie Waste Water Treatment Plant,West End Water Pollution Control Plant,Ontario,Sault Ste. Marie,55 Allen's Side Road,P6A1V7,10762,0.88,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10636,Sewage Treatment Facilities,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=221320,46.52430000,-84.40770000
643,Algoma Tubes Inc.,Tenaris Algoma Tubes,Ontario,Sault Ste. Marie,547 Wallace Terrace,P6C1L9,11215,93.36,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10643,,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=331210,46.52970000,-84.36880000
644,The University of Western Ontario,Main Campus,Ontario,London,1151 Richmond Street Street South,N6A3K7,,50.42,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10644,Universities,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=611310,0.00000000,0.00000000
646,TransCanada Energy Ltd.,Halton Hills Generating Station,Ontario,Halton Hills,7870 Sixth Line South,L7G4S6,11860,759.54,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10646,Fossil-Fuel Electric Power Generation,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=221112,43.56156000,-79.84551000
648,The Governing Council of the University of Toronto,St George Campus,Ontario,Toronto,27 King's College Circle,M5S1A1,11865,85.11,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10648,Universities,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=611310,43.66579000,-79.39917000
652,York University,York University - Keele Campus,Ontario,Toronto,4700 Keele Street,M3J1P3,7299,56.04,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10652,Universities,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=611310,43.77420000,-79.50230000
662,Algonquin Power Energy From Waste Inc.,Algonquin Power  Energy from Waste Inc.,Ontario,Brampton,7656 Bramalea Road,L6T5M5,4768,75.08,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10662,Waste Treatment and Disposal,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=562210,43.69700000,-79.68260000
663,Atlantic Packaging Products Ltd.,111 Progress,Ontario,Scarborough,111 Progress Avenue,M1P2Y9,5688,52.34,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10663,Paperboard Mills,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=322130,43.77180000,-79.27350000
664,Brampton Brick Ltd.,Brampton Brick,Ontario,Brampton,225 Wanless Drive,L7A1E9,7302,53.41,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10664,"Concrete Pipe, Brick and Block Manufacturing",http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=327330,43.72110000,-79.81640000
677,Fanshawe College of Applied Arts and Technology,Fanshawe College of Applied Arts and Technology,Ontario,London,1001 Fanshawe College Boulevard,N5Y5R6,,3.14,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10677,Community Colleges and C.E.G.E.P.s,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=611210,0.00000000,0.00000000
683,Kawartha Ethanol Inc.,Kawartha Ethanol Inc.,Ontario,Havelock,6830 Highway #7,K0L 1Z0,,55.80,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10683,Other Basic Organic Chemical Manufacturing,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=325190,0.00000000,0.00000000
697,Roxul Inc.,ROXUL INC.,Ontario,Milton,805 Steeles Avenue East,L9T5H3,5687,51.31,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10697,All Other Non-Metallic Mineral Product Manufacturing,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=327990,43.53320000,-79.88740000
703,Expert Manufacturing Inc.,Expert Manufacturing Inc.,Ontario,Concord,180 Viceroy Road East,L4K 2L8,,0.32,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10703,Office Furniture (except Wood) Manufacturing,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=337214,0.00000000,0.00000000
706,Global File Inc.,Global File Inc.,Ontario,Concord,7939 Keele Street,L4K 1Y6,,2.45,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10706,Office Furniture (except Wood) Manufacturing,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=337214,0.00000000,0.00000000
59,Cavendish Farms Corporation,Cavendish Farms,Prince Edward Island,New Annan,25532 Main #2 Highway,C1N4J9,4875,65.12,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10059,Frozen Food Manufacturing,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=311410,46.42220000,-63.67900000
1,AbibowCanada Inc.,Division Alma,Quebec,Alma,1100 Melanion Street,G8B5W2,983,47.62,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10001,Mechanical Pulp Mills,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=322111,48.56500000,-71.65580000
2,ArcelorMittal Montréal Inc.,Aciérie - ArcelorMittal Contrecoeur,Quebec,Contrecoeur,3900 Route des Aciéries,J0L1C0,3649,146.21,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10002,Iron and Steel Mills and Ferro-Alloy Manufacturing,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=331110,45.83470000,-73.24720000
12,Aluminerie Alouette inc.,Aluminerie Alouette inc.,Quebec,Sept-Îles,400 Chemin de de la Pointe-Noire,G4R5M9,4778,1039.56,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10012,Primary Production of Alumina and Aluminum,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=331313,50.15830000,-66.44160000
13,Alcoa Limitée,Aluminerie de Baie-Comeau,Quebec,Baie-Comeau,0 100 Maritime Route,G4Z2L6,2038,860.42,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10013,Primary Production of Alumina and Aluminum,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=331313,49.25830000,-68.14610000
14,Aluminerie de Bécancour inc.,Aluminerie de Bécancour inc.,Quebec,Bécancour,5555 Pierre Thibault,G9H2T7,1071,742.76,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10014,Primary Production of Alumina and Aluminum,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=331313,46.38290000,-72.38740000
21,Graymont (QC) Inc.,Usine de Bedford,Quebec,Bedford,1015 de la Carriere Road,J0J1A0,5591,513.75,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10021,Lime Manufacturing,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=327410,45.11230000,-73.01290000
61,Hydro-Québec,Centrale de Cap-aux Meules,Quebec,,1034 de la Vernière Road,G4T1R3,6130,126.20,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10061,Fossil-Fuel Electric Power Generation,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=221112,47.37090000,-61.88280000
62,Société en commandite Boralex Énergie,Centrale de cogénération de Kingsey Falls,Quebec,Kingsey Falls,36 Lajeunesse Street,J0A1B0,8726,127.35,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10062,Fossil-Fuel Electric Power Generation,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=221112,45.86030000,-72.06430000
64,Chimie Parachem s.e.c,Chimie Parachem s.e.c,Quebec,Montréal-Est,3500 Broadway Street,H1B5B4,4569,321.01,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10064,Petrochemical Manufacturing,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=325110,45.63240000,-73.52440000
66,Ciment Québec Inc.,Cimenterie de Saint-Basile,Quebec,Saint-Basile,145 Boulevard du Centenaire,G0A3G0,5548,637.67,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10066,Cement Manufacturing,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=327310,46.74470000,-71.81260000
67,Lafarge Canada Inc.,Cimenterie de Saint-Constant,Quebec,Saint-Constant,1 Lafarge Road,J5A2G4,5474,664.65,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10067,Cement Manufacturing,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=327310,45.33860000,-73.52180000
76,QIT-Fer et Titane Inc,QIT Complexe métallurgique de Sorel-Tracy,Quebec,Sorel-Tracy,1625 Marie-Victorin,J3R1M6,4806,1210.67,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10076,Iron and Steel Mills and Ferro-Alloy Manufacturing,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=331110,46.04470000,-73.13920000
90,AbiBow Canada Inc. - Empty,Division Laurentide,Quebec,Grand-Mère,100 1er Street,G9T7J1,2587,79.07,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10090,Paper (except Newsprint) Mills,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=322121,46.61500000,-72.68170000
103,Elkem Metal Canada Inc.,Elkem Métal Chicoutimi,Quebec,Chicoutimi,2020 de la Réserve Road,g7j0e1,6344,98.32,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10103,Iron and Steel Mills and Ferro-Alloy Manufacturing,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=331110,48.41240000,-71.13070000
148,"CEPSA Chimie Montréal, s.e.c.","CEPSA Chimie Montréal, s.e.c.",Quebec,Montréal,10200 Sherbrooke East,H1B1B4,6427,103.58,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10148,Other Basic Organic Chemical Manufacturing,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=325190,45.62030000,-73.51830000
153,Graymont (QC) Inc.,Usine de Joliette,Quebec,Joliette,1300 Notre-Dame Street,J6E3Z9,6185,72.40,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10153,Lime Manufacturing,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=327410,46.01340000,-73.45760000
154,Holcim (Canada) inc.,Usine de Joliette,Quebec,Joliette,966 des Prairies Road,J6E6H7,5544,784.13,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10154,Cement Manufacturing,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=327310,46.02970000,-73.40240000
168,"KRONOS Canada, Inc.","KRONOS Canada, Inc.",Quebec,Varennes,3390 Marie-Victorin Boulevard,J3X1T4,1561,200.99,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10168,All Other Basic Inorganic Chemical Manufacturing,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=325189,45.71250000,-73.42500000
169,Kruger Wayagamack inc.,Kruger Wayagamack inc.,Quebec,Trois-Rivières,1 Ile de la Potherie,G9A5E9,2502,55.10,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10169,Paper (except Newsprint) Mills,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=322121,46.35830000,-72.51850000
183,Graymont (QC) Inc.,Usine de Marbleton,Quebec,Marbleton,303 Principale Street West,J0B2L0,6187,296.11,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10183,Lime Manufacturing,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=327410,45.62070000,-71.60490000
188,ArcelorMittal Mines Canada,Mine de Mont-Wright,Quebec,Fermont,1 Chemin de la mine,G0G1J0,6217,139.74,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10188,Iron Ore Mining,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=212210,52.76430000,-67.31970000
189,Mines Wabush,Mines Wabush - Sept-Iles,Quebec,Sept-Îles,1505 de la Pointe Noire Road,G4R4L4,5459,384.56,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10189,Iron Ore Mining,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=212210,50.16160000,-66.48380000
194,Shell Canada Products,Raffinerie de Montréal-Est,Quebec,Montréal-Est,10501 Sherbrooke Street East,H1B1B3,3127,4.83,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10194,Petroleum Refineries,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=324110,45.62540000,-73.53050000
217,Fortress Cellulose Spécialisée,Usine de Thurso,Quebec,Thurso,451 Victoria Street,J0X3B0,1528,85.96,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10217,Chemical Pulp Mills,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=322112,45.59850000,-75.25620000
221,CEPSA Chimie Bécancour,CEPSA Chimie Bécancour,Quebec,Bécancour,0 5250 Bécancour Boulevard,G9H3X3,4805,46.49,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10221,Other Basic Organic Chemical Manufacturing,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=325190,46.38030000,-72.36160000
238,Suncor Energy Products Partnership,Raffinerie de Montreal,Quebec,Montreal,11701 Sherbrooke Street East,H1B1C3,3897,1117.13,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10238,Petroleum Refineries,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=324110,45.64170000,-73.51670000
239,Ultramar limitée,Raffinerie Jean-Gaulin,Quebec,Lévis,165 Chemin des Iles,G6V7M5,3928,1385.45,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10239,Petroleum Refineries,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=324110,46.75920000,-71.19140000
240,Xstrata Canada Corporation - Duplicate,Mine Raglan,Quebec,Rouyn-Noranda,120 de l'Aéroport Avenue,J9Y0G1,5448,140.75,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10240,Nickel-Copper Ore Mining,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=212232,61.69160000,-73.66660000
263,Fibrek S.E.N.C.,Fibrek SENC,Quebec,St-Félicien,4000 St-Eusebe,G8K2R6,3242,86.17,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10263,Chemical Pulp Mills,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=322112,48.66670000,-72.45830000
272,Tembec,Site de Témiscaming,Quebec,Témiscaming,33 Kipawa Road,J0Z3R0,2948,79.38,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10272,Chemical Pulp Mills,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=322112,46.71110000,-79.09670000
295,Rio Tinto Alcan,Usine Alma,Quebec,Alma,3000 des Pins,G8B5W2,5510,909.49,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10295,Primary Production of Alumina and Aluminum,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=331313,48.58370000,-71.68890000
296,Rio Tinto Alcan,Usine Arvida,Quebec,Jonquicre,1955 Mellon Boulevard,G7S4L2,3406,805.06,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10296,Primary Production of Alumina and Aluminum,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=331313,48.42740000,-71.15990000
297,Rio Tinto Alcan,Usine de Beauharnois,Quebec,Melocheville,40 de l'industrie Street,J6N1W5,4808,8.96,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10297,Primary Production of Alumina and Aluminum,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=331313,45.30790000,-73.89470000
299,ArcelorMittal Mines Canada,Usine de Bouletage de Port-Cartier,Quebec,Port-Cartier,186 Portage des Mousses,G5B2H3,2000,947.42,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10299,Iron Ore Mining,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=212210,50.03340000,-66.79100000
300,Alcoa Aluminereie de Deschambault Ltée,Usine de Deschambault,Quebec,Deschambault,1 des Sources Boulevard,G0A1S0,4782,462.68,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10300,Primary Production of Alumina and Aluminum,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=331313,46.69410000,-71.94690000
301,Rio Tinto Alcan,Usine de fluorure,Quebec,Jonquicre,1955 Mellon Boulevard,G7S4L2,,11.00,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10301,Primary Production of Alumina and Aluminum,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=331313,0.00000000,0.00000000
302,"Emballages RockTenn-Canada, L.P.",Usine de La Tuque,Quebec,La Tuque,1000 de l'usine Road,G9X3P8,3140,257.62,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10302,Paperboard Mills,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=322130,47.45000000,-72.79170000
305,ArcelorMittal Montréal Inc.,Usine de réduction - ArcelorMittal Contrecoeur,Quebec,Contrecoeur,3900 Route des Aciéries,J0L1C0,6168,350.18,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10305,Iron and Steel Mills and Ferro-Alloy Manufacturing,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=331110,45.83630000,-73.25200000
306,Rio Tinto Alcan,Usine Grande-Baie,Quebec,La Baie,5000 Route du Petit-Parc,G7B4G9,3062,509.00,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10306,Primary Production of Alumina and Aluminum,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=331313,48.30580000,-70.92670000
307,Rio Tinto Alcan,Usine Laterricre,Quebec,Laterricre,6301 Talbot Boulevard,G7N1A2,3060,453.41,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10307,Primary Production of Alumina and Aluminum,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=331313,48.30070000,-71.12890000
308,Rio Tinto Alcan,Usine Shawinigan,Quebec,Shawinigan,1100 St-Sacrement Boulevard,G9N6W4,3057,322.33,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10308,Primary Production of Alumina and Aluminum,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=331313,46.56100000,-72.73510000
309,Rio Tinto Alcan,Usine Vaudreuil,Quebec,Jonquiere,1955 Mellon Boulevard,G7S4L2,2978,580.34,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10309,Primary Production of Alumina and Aluminum,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=331313,48.42570000,-71.17180000
344,Waste Management of Canada Corporation,Sainte Sophie Landfill,Quebec,Sainte Sophie,2535 1ere Street,J5J2R7,6173,25.49,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10344,Waste Treatment and Disposal,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=562210,45.78460000,-73.90600000
357,TransCanada Energy Ltd.,Bécancour Power Plant,Quebec,Bécancour,7005 Raoul-Duchesne Boulevard,G9H4X6,8606,124.08,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10357,Fossil-Fuel Electric Power Generation,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=221112,46.36750000,-72.40450000
362,Electrolux Canada Corp.,Electrolux Canada Corporation,Quebec,L'Assomption,802 L'ange-Gardien Boulevard,J5W1T6,8566,5.63,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10362,Major Kitchen Appliance Manufacturing,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=335223,45.83590000,-73.41430000
369,ArcelorMittal Montréal Inc.,ArcelorMittal Contrecoeur Ouest,Quebec,Contrecoeur,2050 Route des Aciéries,J0L1C0,2986,82.79,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10369,Iron and Steel Mills and Ferro-Alloy Manufacturing,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=331110,45.82060000,-73.26610000
370,Owens Corning,OC Celfortec LPValleyfield,Quebec,Valleyfield,542 Gaétan Street,J6S0A7,5482,235.16,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10370,Polystyrene Foam Product Manufacturing,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=326140,45.26390000,-74.15460000
396,Greenfield Ethanol Inc.,Varennes Plant,Quebec,Varennes,3300 Marie-Victorin Boulevard,J3X1P7,11616,97.79,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10396,Other Basic Organic Chemical Manufacturing,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=325190,45.70780000,-73.42420000
401,BFI Usine de triage Lachenaie Ltée.,Usine de triage Lachenaie,Quebec,Terrebonne,3779 des 40-Arpents Road,J6V9T6,6370,147.54,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10401,All Other Waste Management Services,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=562990,45.73260000,-73.53460000
